# ----------------------------------------
# Páginas e telas: Título da página e nome da tela
# Conta: Viva Fidelidade
# Propriedade: Viva Fidelidade 1.5
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20250101
# Data de término: 20260524
Título da página e nome da tela,Página de destino + string de consulta,Visualizações,Usuários ativos,Visualizações por usuário ativo,Tempo médio de engajamento por usuário ativo,Contagem de eventos,Eventos principais,Receita total
(not set),/selectTrip?originCode=50039&origin=TERESINA%20-%20PI&destinationCode=50604&destination=FORTALEZA%20-%20CE&departureDate=2026-03-18,5,1,5,37,11,2,0
(not set),/selectTrip?originCode=50039&origin=TERESINA%20-%20PI&destinationCode=50604&destination=FORTALEZA%20-%20CE&departureDate=2026-04-15,5,2,2.5,83,13,2,0
(not set),/selectTrip?originCode=50039&origin=TERESINA+-+PI&destinationCode=48645&destination=BURITI+DOS+LOPES+-+PI&departureDate=2025-07-22,5,1,5,40,11,2,0
(not set),/selectTrip?originCode=50138&origin=SAO%20LUIS%20-%20MA&destinationCode=&destination=Bacabal&departureDate=2025-07-09,5,1,5,138,13,2,0
(not set),/selectTrip?originCode=50138&origin=SAO%20LUIS%20-%20MA&destinationCode=46166&destination=TIMON%20-%20MA&departureDate=2025-07-12,5,1,5,14,9,0,0
(not set),/selectTrip?originCode=50138&origin=SAO%20LUIS%20-%20MA&destinationCode=46166&destination=TIMON%20-%20MA&departureDate=2025-10-21,5,1,5,97,12,2,0
(not set),/selectTrip?originCode=50138&origin=SAO%20LUIS%20-%20MA&destinationCode=47774&destination=BARREIRINHAS%20-%20MA&departureDate=2025-08-26,5,1,5,9,13,0,0
(not set),/selectTrip?originCode=50138&origin=SAO%20LUIS%20-%20MA&destinationCode=50039&destination=TERESINA%20-%20PI&departureDate=2025-09-05,5,1,5,418,11,3,0
(not set),/selectTrip?originCode=50138&origin=SAO%20LUIS%20-%20MA&destinationCode=50039&destination=TERESINA%20-%20PI&departureDate=2025-10-03,5,1,5,78,11,2,0
(not set),/selectTrip?originCode=50232&origin=SALVADOR%20-%20BA&destinationCode=47825&destination=BARREIRAS%20-%20BA&departureDate=2025-07-13,5,1,5,75,11,2,0
(not set),/selectTrip?originCode=50232&origin=SALVADOR%20-%20BA&destinationCode=48434&destination=PETROLINA%20-%20PE&departureDate=2026-01-23,5,1,5,93,8,0,0
(not set),/selectTrip?originCode=50232&origin=SALVADOR%20-%20BA&destinationCode=50710&destination=RECIFE%20-%20PE&departureDate=2026-04-17,5,1,5,27,12,5,0
(not set),/selectTrip?originCode=50232&origin=SALVADOR+-+BA&destinationCode=50710&destination=RECIFE+-+PE&departureDate=2026-06-27,5,1,5,135,9,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39024&destination=QUIXERAMOBIM%20-%20CE&departureDate=2025-08-27,5,1,5,134,10,3,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39046&destination=QUIXADA%20-%20CE&departureDate=2025-07-25,5,1,5,384,14,3,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39046&destination=QUIXADA%20-%20CE&departureDate=2026-02-02,5,2,2.5,146,15,3,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39046&destination=QUIXADA%20-%20CE&departureDate=2026-04-22,5,1,5,84,11,2,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39046&destination=QUIXADA%20-%20CE&departureDate=2026-05-24,5,1,5,263,10,2,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39234&destination=CEDRO%20-%20CE&departureDate=2026-01-04,5,1,5,0,6,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39245&destination=IGUATU%20-%20CE&departureDate=2025-08-10,5,2,2.5,19.5,13,4,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39311&destination=MOMBACA%20-%20CE&departureDate=2026-04-30,5,1,5,40,12,2,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39333&destination=SENADOR%20POMPEU%20-%20CE&departureDate=2025-11-19,5,1,5,52,11,1,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=39333&destination=SENADOR%20POMPEU%20-%20CE&departureDate=2026-04-30,5,1,5,0,14,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=43470&destination=SOUSA%20-%20PB&departureDate=2025-06-19,5,1,5,102,11,2,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=43626&destination=ACOPIARA%20-%20CE&departureDate=2025-07-25,5,1,5,29,13,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=43626&destination=ACOPIARA%20-%20CE&departureDate=2026-01-23,5,1,5,413,13,4,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48576&destination=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2025-11-21,5,1,5,303,13,3,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48576&destination=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2025-12-09,5,1,5,183,10,2,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48576&destination=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2026-01-04,5,2,2.5,16.5,11,1,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48576&destination=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2026-02-04,5,2,2.5,0.5,13,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48576&destination=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2026-03-27,5,1,5,1,9,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48577&destination=MISSAO%20VELHA%20-%20CE&departureDate=2025-10-20,5,1,5,41,11,2,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48633&destination=RUSSAS%20-%20CE&departureDate=2026-03-18,5,1,5,92,12,4,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48653&destination=PARNAIBA%20-%20PI&departureDate=2026-03-08,5,1,5,193,11,3,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48653&destination=PARNAIBA%20-%20PI&departureDate=2026-04-07,5,1,5,23,9,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48664&destination=IBIAPINA%20-%20CE&departureDate=2025-09-19,5,1,5,153,10,4,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48679&destination=SOBRAL%20-%20CE&departureDate=2025-08-09,5,2,2.5,90.5,12,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48679&destination=SOBRAL%20-%20CE&departureDate=2026-05-04,5,2,2.5,44.5,13,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48679&destination=SOBRAL%20-%20CE&departureDate=2026-05-06,5,3,1.6666666666666667,0,9,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48689&destination=MARCO%20-%20CE&departureDate=2025-12-11,5,1,5,18,10,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48693&destination=ACARAU%20-%20CE&departureDate=2025-11-02,5,1,5,87,9,1,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48696&destination=ITAPAJE%20-%20CE&departureDate=2026-02-05,5,1,5,37,9,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48704&destination=ITAPIPOCA%20-%20CE&departureDate=2025-11-29,5,1,5,110,14,1,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48704&destination=ITAPIPOCA%20-%20CE&departureDate=2026-05-22,5,3,1.6666666666666667,0,9,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=48947&destination=MOSSORO%20-%20RN&departureDate=2026-04-09,5,1,5,222,16,3,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=50039&destination=TERESINA%20-%20PI&departureDate=2025-06-24,5,1,5,0,13,4,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=50039&destination=TERESINA%20-%20PI&departureDate=2025-09-08,5,1,5,215,13,3,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=50039&destination=TERESINA%20-%20PI&departureDate=2026-04-15,5,2,2.5,14.5,10,2,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=50710&destination=RECIFE%20-%20PE&departureDate=2025-11-28,5,2,2.5,0,13,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=50710&destination=RECIFE%20-%20PE&departureDate=2025-12-03,5,2,2.5,0,14,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=50710&destination=RECIFE%20-%20PE&departureDate=2026-01-25,5,1,5,52,10,2,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=50710&destination=RECIFE%20-%20PE&departureDate=2026-02-20,5,1,5,11,12,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=50816&destination=JOAO%20PESSOA%20-%20PB&departureDate=2025-11-19,5,1,5,1,7,0,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA%20-%20CE&destinationCode=50927&destination=NATAL%20-%20RN&departureDate=2025-10-23,5,1,5,287,13,2,0
(not set),/selectTrip?originCode=50604&origin=FORTALEZA+-+CE&destinationCode=48705&destination=TURURU+-+CE&departureDate=2025-08-09,5,1,5,211,16,3,0
(not set),/selectTrip?originCode=50710&origin=RECIFE%20-%20PE&destinationCode=48940&destination=ASSU%20-%20RN&departureDate=2025-12-14,5,5,1,0,19,0,0
(not set),/selectTrip?originCode=50710&origin=RECIFE%20-%20PE&destinationCode=50232&destination=SALVADOR%20-%20BA&departureDate=2026-05-17,5,1,5,260,12,2,0
(not set),/selectTrip?originCode=50816&origin=JOAO%20PESSOA%20-%20PB&destinationCode=43131&destination=CAJAZEIRAS%20-%20PB&departureDate=2026-01-21,5,1,5,302,12,2,0
(not set),/selectTrip?originCode=50816&origin=JOAO%20PESSOA%20-%20PB&destinationCode=43131&destination=CAJAZEIRAS%20-%20PB&departureDate=2026-01-25,5,1,5,291,14,2,0
(not set),/selectTrip?originCode=50816&origin=JOAO%20PESSOA%20-%20PB&destinationCode=43971&destination=FORTALEZA%20(TA%20MESSEJANA)%20-%20CE&departureDate=2025-08-01,5,1,5,231,12,3,0
(not set),/selectTrip?originCode=50816&origin=JOAO%20PESSOA%20-%20PB&destinationCode=48576&destination=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2025-12-29,5,1,5,65,14,0,0
(not set),/selectTrip?originCode=50816&origin=JOAO%20PESSOA%20-%20PB&destinationCode=48743&destination=PATOS%20-%20PB&departureDate=2026-03-02,5,1,5,77,12,3,0
(not set),/selectTrip?originCode=50816&origin=JOAO%20PESSOA%20-%20PB&destinationCode=50604&destination=FORTALEZA%20-%20CE&departureDate=2025-09-24,5,1,5,237,10,2,0
(not set),/selectTrip?originCode=50816&origin=JOAO%20PESSOA%20-%20PB&destinationCode=50604&destination=FORTALEZA%20-%20CE&departureDate=2026-04-01,5,1,5,101,11,3,0
(not set),/selectTrip?originCode=50927&origin=NATAL%20-%20RN&destinationCode=50604&destination=FORTALEZA%20-%20CE&departureDate=2026-02-08,5,1,5,13,9,0,0
(not set),/selectTrip?originCode=52777&origin=ICARAI%20DE%20AMONTADA%20-%20CE&destinationCode=50604&destination=FORTALEZA%20-%20CE&departureDate=2026-05-01,5,1,5,113,11,1,0
(not set),/selectTrip?originCode=ACARAU+-+CE&destinationCode=FORTALEZA+-+CE&departureDate=2025-05-14,5,1,5,31,13,2,0
(not set),/selectTrip?originCode=ACOPIARA%20-%20CE&destinationCode=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2025-03-07,5,1,5,205,10,4,0
(not set),/selectTrip?originCode=ACOPIARA%20-%20CE&destinationCode=QUIXADA%20-%20CE&departureDate=2025-01-27,5,2,2.5,0,9,0,0
(not set),/selectTrip?originCode=ANAPURUS%20-%20MA&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-01-24,5,1,5,76,11,5,0
(not set),/selectTrip?originCode=BACABAL%20-%20MA&destinationCode=SAO%20LUIS%20-%20MA&departureDate=2025-04-16,5,1,5,2,13,0,0
(not set),/selectTrip?originCode=BARRAS%20-%20PI&destinationCode=TERESINA%20-%20PI&departureDate=2025-06-13,5,1,5,122,17,1,0
(not set),/selectTrip?originCode=BELO%20HORIZONTE%20-%20MG&destinationCode=Rio%20de%20janeiro%20&departureDate=2025-02-28,5,1,5,7,10,0,0
(not set),/selectTrip?originCode=CAJAZEIRAS%20-%20PB&destinationCode=JOAO%20PESSOA%20-%20PB&departureDate=2025-01-24,5,1,5,42,11,1,0
(not set),/selectTrip?originCode=CAMPINA%20GRANDE%20-%20PB&destinationCode=SANTA%20LUZIA%20-%20PB&departureDate=2025-05-04,5,1,5,23,11,1,0
(not set),/selectTrip?originCode=CAMPINA%20GRANDE%20-%20PB&destinationCode=SOUSA%20-%20PB&departureDate=2025-07-04,5,1,5,59,10,1,0
(not set),/selectTrip?originCode=CAXIAS%20-%20MA&destinationCode=SAO%20LUIS%20-%20MA&departureDate=2025-03-30,5,1,5,135,11,2,0
(not set),/selectTrip?originCode=CONSELHEIRO%20LAFAIETE%20-%20MG&destinationCode=RIO%20DE%20JANEIRO%20-%20RJ&departureDate=2025-03-18,5,1,5,108,10,3,0
(not set),/selectTrip?originCode=CRATO%20-%20CE&destinationCode=CAMPINA%20GRANDE%20-%20PB&departureDate=2025-06-02,5,1,5,278,14,1,0
(not set),/selectTrip?originCode=CRATO%20-%20CE&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-03-07,5,1,5,26,12,1,0
(not set),/selectTrip?originCode=CRATO%20-%20CE&destinationCode=MOMBACA%20-%20CE&departureDate=2025-05-05,5,1,5,5,8,0,0
(not set),/selectTrip?originCode=FORTALEZA%20(TA%20ANTONIO%20BEZERRA)%20-%20CE&destinationCode=ITAPAJE%20-%20CE&departureDate=2025-05-08,5,1,5,33,15,0,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=ACOPIARA%20-%20CE&departureDate=2025-03-14,5,1,5,35,11,0,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=BRASILIA%20(TA%20GAMA)%20-%20DF&departureDate=2025-06-07,5,1,5,100,12,2,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=CAMOCIM%20-%20CE&departureDate=2025-02-14,5,1,5,259,11,3,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=CAMOCIM%20-%20CE&departureDate=2025-04-13,5,1,5,72,11,4,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=CAMOCIM%20-%20CE&departureDate=2025-04-25,5,1,5,229,11,4,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=FEIRA%20DE%20SANTANA%20-%20BA&departureDate=2025-02-07,5,1,5,25,8,0,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2025-01-31,5,1,5,121,13,3,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=PATOS%20-%20PB&departureDate=2025-02-26,5,1,5,8,8,0,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=QUIXERAMOBIM%20-%20CE&departureDate=2025-03-30,5,1,5,38,10,0,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=Quixeramobim%20&departureDate=2025-04-16,5,1,5,57,8,0,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=RECIFE%20-%20PE&departureDate=2025-06-05,5,1,5,40,13,2,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=SOBRAL%20-%20CE&departureDate=2025-03-25,5,1,5,27,12,0,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=SOBRAL%20-%20CE&departureDate=2025-04-01,5,3,1.6666666666666667,0,11,0,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=SOBRAL%20-%20CE&departureDate=2025-04-27,5,3,1.6666666666666667,19.333333333333332,11,1,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=TIANGUA%20-%20CE&departureDate=2025-02-07,5,1,5,321,13,4,0
(not set),/selectTrip?originCode=FORTALEZA%20-%20CE&destinationCode=VILA%20DE%20JERICOACOARA%20-%20CE&departureDate=2025-06-09,5,1,5,48,11,2,0
(not set),/selectTrip?originCode=Fortaleza%20&destinationCode=JARDIM%20-%20CE&departureDate=2025-01-22,5,1,5,28,10,1,0
(not set),/selectTrip?originCode=IGUATU%20-%20CE&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-06-22,5,1,5,380,12,2,0
(not set),/selectTrip?originCode=IGUATU%20-%20CE&destinationCode=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2025-03-28,5,1,5,0,7,0,0
(not set),/selectTrip?originCode=IGUATU%20-%20CE&destinationCode=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2025-04-17,5,1,5,22,10,1,0
(not set),/selectTrip?originCode=IGUATU%20-%20CE&destinationCode=QUIXERAMOBIM%20-%20CE&departureDate=2025-04-11,5,1,5,129,11,2,0
(not set),/selectTrip?originCode=JAGUARIBE%20-%20CE&destinationCode=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2025-05-04,5,1,5,30,11,0,0
(not set),/selectTrip?originCode=JOAO%20PESSOA%20-%20PB&destinationCode=JUAZEIRO%20DO%20NORTE%20-%20CE&departureDate=2025-02-17,5,1,5,58,11,0,0
(not set),/selectTrip?originCode=JUAZEIRO%20DO%20NORTE%20(AV%20PADRE%20CICERO)%20-%20CE&destinationCode=CAJAZEIRAS%20-%20PB&departureDate=2025-04-08,5,1,5,57,9,2,0
(not set),/selectTrip?originCode=JUAZEIRO%20DO%20NORTE%20-%20CE&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-01-23,5,1,5,220,12,2,0
(not set),/selectTrip?originCode=JUAZEIRO%20DO%20NORTE%20-%20CE&destinationCode=IGUATU%20-%20CE&departureDate=2025-06-08,5,1,5,16,9,0,0
(not set),/selectTrip?originCode=JUAZEIRO%20DO%20NORTE%20-%20CE&destinationCode=PATOS%20-%20PB&departureDate=2025-06-13,5,1,5,139,13,1,0
(not set),/selectTrip?originCode=JUIZ%20DE%20FORA%20-%20MG&destinationCode=RIO%20DE%20JANEIRO%20-%20RJ&departureDate=2025-03-01,5,1,5,140,10,3,0
(not set),/selectTrip?originCode=JUIZ%20DE%20FORA%20-%20MG&destinationCode=RIO%20DE%20JANEIRO%20-%20RJ&departureDate=2025-04-04,5,1,5,0,10,0,0
(not set),/selectTrip?originCode=JUIZ%20DE%20FORA%20-%20MG&destinationCode=RIO%20DE%20JANEIRO%20-%20RJ&departureDate=2025-06-11,5,1,5,252,10,3,0
(not set),/selectTrip?originCode=LENCOIS%20-%20BA&destinationCode=SALVADOR%20-%20BA&departureDate=2025-02-01,5,1,5,46,11,1,0
(not set),/selectTrip?originCode=MOMBACA%20-%20CE&destinationCode=CRATO%20-%20CE&departureDate=2025-05-30,5,1,5,150,11,2,0
(not set),/selectTrip?originCode=MOSSORO%20-%20RN&destinationCode=RECIFE%20-%20PE&departureDate=2025-01-19,5,1,5,48,11,2,0
(not set),/selectTrip?originCode=NATAL%20-%20RN&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-01-10,5,1,5,147,13,3,0
(not set),/selectTrip?originCode=PARNAIBA%20-%20PI&destinationCode=TERESINA%20-%20PI&departureDate=2024-11-19,5,1,5,42,11,0,0
(not set),/selectTrip?originCode=PATOS%20-%20PB&destinationCode=JOAO%20PESSOA%20-%20PB&departureDate=2025-03-09,5,1,5,363,10,2,0
(not set),/selectTrip?originCode=PENTECOSTE%20-%20CE&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-06-10,5,1,5,211,11,2,0
(not set),/selectTrip?originCode=POMBAL%20-%20PB&destinationCode=JOAO%20PESSOA%20-%20PB&departureDate=2025-03-28,5,1,5,116,13,3,0
(not set),/selectTrip?originCode=Parnaiba%20&destinationCode=PIRI%20PIRI%20-%20PI&departureDate=2025-05-13,5,1,5,76,11,2,0
(not set),/selectTrip?originCode=QUIXADA%20-%20CE&destinationCode=CRATO%20-%20CE&departureDate=2025-03-13,5,1,5,32,9,0,0
(not set),/selectTrip?originCode=QUIXADA%20-%20CE&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-02-01,5,1,5,135,9,1,0
(not set),/selectTrip?originCode=QUIXADA%20-%20CE&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-04-27,5,1,5,30,13,1,0
(not set),/selectTrip?originCode=RIO%20DAS%20FLORES%20-%20RJ&destinationCode=RIO%20DE%20JANEIRO%20-%20RJ&departureDate=2025-06-13,5,1,5,433,12,2,0
(not set),/selectTrip?originCode=RIO%20DE%20JANEIRO%20-%20RJ&destinationCode=BRASILIA%20-%20DF&departureDate=2025-04-14,5,1,5,57,12,2,0
(not set),/selectTrip?originCode=RIO%20DE%20JANEIRO%20-%20RJ&destinationCode=SANTOS%20-%20SP&departureDate=2025-06-12,5,1,5,352,17,1,0
(not set),/selectTrip?originCode=RIO%20DE%20JANEIRO%20-%20RJ&destinationCode=TRES%20CORACOES%20-%20MG&departureDate=2025-04-10,5,1,5,48,11,2,0
(not set),/selectTrip?originCode=RUSSAS%20-%20CE&destinationCode=JAGUARIBE%20-%20CE&departureDate=2025-01-20,5,1,5,200,12,2,0
(not set),/selectTrip?originCode=SALVADOR%20-%20BA&destinationCode=PALMEIRAS%20-%20BA&departureDate=2025-04-09,5,1,5,87,8,1,0
(not set),/selectTrip?originCode=SAO%20LUIS%20-%20MA&destinationCode=BELEM%20-%20PA&departureDate=2025-05-21,5,1,5,16,8,0,0
(not set),/selectTrip?originCode=SAO%20LUIS%20-%20MA&destinationCode=MIRANDA%20DO%20NORTE%20-%20MA&departureDate=2025-04-15,5,1,5,78,15,1,0
(not set),/selectTrip?originCode=SAO%20PAULO%20-%20SP&destinationCode=BRASILIA%20-%20DF&departureDate=2025-06-13,5,1,5,0,13,0,0
(not set),/selectTrip?originCode=SENADOR%20POMPEU%20-%20CE&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-06-05,5,1,5,186,9,2,0
(not set),/selectTrip?originCode=SOBRAL%20-%20CE&destinationCode=TERESINA%20-%20PI&departureDate=2025-03-20,5,4,1.25,0,16,0,0
(not set),/selectTrip?originCode=SOUSA%20-%20PB&destinationCode=JOAO%20PESSOA%20-%20PB&departureDate=2025-02-28,5,1,5,107,13,1,0
(not set),/selectTrip?originCode=Santa%20Maria%20da%20Vit%C3%B3ria&destinationCode=Goi%C3%A2nia&departureDate=2025-04-14,5,1,5,61,14,1,0
(not set),/selectTrip?originCode=Sobral&destinationCode=Fortaleza&departureDate=2025-06-18,5,1,5,35,7,0,0
(not set),/selectTrip?originCode=TERESINA%20-%20PI&destinationCode=PARNAIBA%20-%20PI&departureDate=2025-01-04,5,2,2.5,34,13,2,0
(not set),/selectTrip?originCode=TERESINA%20-%20PI&destinationCode=PARNAIBA%20-%20PI&departureDate=2025-01-11,5,1,5,750,11,3,0
(not set),/selectTrip?originCode=TERESINA%20-%20PI&destinationCode=TIANGUA%20-%20CE&departureDate=2025-05-24,5,1,5,948,12,3,0
(not set),/selectTrip?originCode=TIANGUA%20-%20CE&destinationCode=PIRIPIRI%20-%20PI&departureDate=2025-06-16,5,1,5,283,11,2,0
(not set),/selectTrip?originCode=UMIRIM%20-%20CE&destinationCode=ITAPAJE%20-%20CE&departureDate=2025-04-25,5,1,5,61,14,2,0
(not set),/selectTrip?originCode=VALENCA%20-%20RJ&destinationCode=BARRA%20MANSA%20-%20RJ&departureDate=2025-02-21,5,1,5,60,14,0,0
(not set),/selectTrip?originCode=VALENCA%20-%20RJ&destinationCode=BARRA%20MANSA%20-%20RJ&departureDate=2025-05-27,5,1,5,48,11,0,0
(not set),/selectTrip?originCode=VALENCA%20-%20RJ&destinationCode=RIO%20DE%20JANEIRO%20-%20RJ&departureDate=2025-04-18,5,2,2.5,6,9,0,0
(not set),/selectTrip?originCode=VALENCA%20-%20RJ&destinationCode=RIO%20DE%20JANEIRO%20-%20RJ&departureDate=2025-06-01,5,1,5,26,10,0,0
(not set),/selectTrip?originCode=VALENCA%20-%20RJ&destinationCode=VOLTA%20REDONDA%20-%20RJ&departureDate=2025-03-18,5,1,5,38,8,1,0
(not set),/selectTrip?originCode=VALENCA+-+RJ&destinationCode=BARRA+MANSA+-+RJ&departureDate=2024-12-30,5,1,5,70,11,2,0
(not set),/selectTrip?originCode=VICOSA%20DO%20CEARA%20-%20CE&destinationCode=FORTALEZA%20-%20CE&departureDate=2025-06-17,5,1,5,21,13,0,0
(not set),/selectTrip?originCode=VOLTA%20REDONDA%20-%20RJ&destinationCode=VALENCA%20-%20RJ&departureDate=2025-01-17,5,1,5,40,15,2,0
(not set),/selectTrip?originCode=VOLTA%20REDONDA%20-%20RJ&destinationCode=VALENCA%20-%20RJ&departureDate=2025-03-19,5,1,5,112,12,2,0
Central de Ajuda - Viva Fidelidade,/,5,4,1.25,25.25,12,0,0
Parceiros - Viva Fidelidade,/como-funciona/,5,5,1,16.8,12,0,0
Seu extrato - Viva,/como-funciona/,5,2,2.5,54.5,6,0,0
(not set),/auth/verifyCpf?ref=35E84C,4,1,4,70,9,1,0
(not set),/auth/verifyCpf?ref=404333,4,1,4,16,8,0,0
(not set),/auth/verifyCpf?ref=410546,4,1,4,15,8,0,0
(not set),/selectTrip?originCode=&origin=Crato&destinationCode=&destination=Fortaleza&departureDate=2025-06-29,4,1,4,13,9,0,0
(not set),/selectTrip?originCode=&origin=Fortaleza&destinationCode=&destination=Jo%C3%A3o%20Pessoa%20&departureDate=2025-07-03,4,1,4,71,9,3,0
(not set),/selectTrip?originCode=&origin=russas&destinationCode=&destination=crato&departureDate=2025-07-01,4,1,4,196,12,2,0
(not set),/selectTrip?originCode=31849&origin=RECIFE%20(CAXANGA)%20-%20PE&destinationCode=50604&destination=FORTALEZA%20-%20CE&departureDate=2025-07-14,4,1,4,42,12,1,0
(not set),/selectTrip?originCode=37443&origin=OURO%20PRETO%20-%20MG&destinationCode=49479&destination=SAO%20PAULO%20-%20SP&departureDate=2026-03-02,4,1,4,69,7,2,0
(not set),/selectTrip?originCode=38671&origin=SHOPPING%20INDEPENDENCIA%20-%20MG%20(term%20adicional%20de%20JUIZ%20DE%20FORA)&destinationCode=49495&destination=RIO%20DE%20JANEIRO%20-%20RJ&departureDate=2025-07-03,4,1,4,32,8,0,0
