Páginas principais,Cliques,Impressões,CTR,Posição
https://viajeguanabara.com.br/onibus/belo_horizonte-mg-todos/belo_horizonte_(savassi)-mg,1,230,0.43%,8.1
https://viajeguanabara.com.br/onibus/sao_bernardo_do_campo-sp/betim-mg,1,223,0.45%,8.61
https://viajeguanabara.com.br/onibus/lins-sp/londrina-pr,1,220,0.45%,9.37
https://viajeguanabara.com.br/onibus/rio_de_janeiro_(barra_da_tijuca-via_parque)/belo_horizonte_(savassi)-mg,1,215,0.47%,9.14
https://viajeguanabara.com.br/onibus/feira_de_santana-ba/timon-ma,1,213,0.47%,5.17
https://viajeguanabara.com.br/onibus/timon-ma/campina_grande-pb,1,213,0.47%,6.63
https://viajeguanabara.com.br/onibus/coreau-ce/camocim-ce,1,212,0.47%,3.16
https://viajeguanabara.com.br/onibus/jati-ce/belem-pa,1,208,0.48%,7.64
https://viajeguanabara.com.br/onibus/capitao_de_campos-pi/aracaju-se,1,206,0.49%,8.05
https://viajeguanabara.com.br/onibus/natal-rn/itapaje-ce,1,206,0.49%,8.82
https://viajeguanabara.com.br/onibus/para_de_minas-mg/brasilia_(ta_recanto_das_emas)-df,1,204,0.49%,8.08
https://viajeguanabara.com.br/onibus/brasilia_(ta_sobradinho)-df/barreiras-ba,1,200,0.5%,11.15
https://viajeguanabara.com.br/onibus/para_de_minas-mg/fortaleza_(ta_messejana)-ce,1,200,0.5%,17.83
https://viajeguanabara.com.br/onibus/sao_jose_do_rio_preto-sp/teresina-pi,1,192,0.52%,9.05
https://viajeguanabara.com.br/onibus/fortaleza_(beira_mar)-ce/acarau-ce,1,191,0.52%,6.06
https://viajeguanabara.com.br/onibus/nova_serrana-mg/salvador-ba,1,190,0.53%,5.7
https://viajeguanabara.com.br/onibus/joao_pinheiro-mg/brasilia_(ta_taguatinga)-df,1,189,0.53%,8.25
https://viajeguanabara.com.br/onibus/oliveira_de_fatima-to/caruaru-pe,1,189,0.53%,8.4
https://viajeguanabara.com.br/onibus/teresina_de_goias-go/uberlandia-mg,1,186,0.54%,5.34
https://viajeguanabara.com.br/onibus/campinorte-go/palmas-to,1,186,0.54%,8.34
https://viajeguanabara.com.br/onibus/lins-sp/rio_de_janeiro-rj-todos,1,184,0.54%,5.25
https://viajeguanabara.com.br/onibus/brasilia_(ta_taguatinga)-df/taguatinga-to,1,176,0.57%,8.31
https://viajeguanabara.com.br/onibus/barao_de_grajau-ma/sao_mateus_do_maranhao-ma,1,175,0.57%,4.73
https://viajeguanabara.com.br/onibus/barras-pi/teresina-pi,1,175,0.57%,7.34
https://viajeguanabara.com.br/onibus/rio-de-janeiro-rj,1,171,0.58%,2.91
https://viajeguanabara.com.br/onibus/rio_de_janeiro-rj-todos/iguatu-ce,1,171,0.58%,3.1
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/cuiaba-mt,1,170,0.59%,8.21
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/paragominas-pa,1,169,0.59%,6.43
https://viajeguanabara.com.br/onibus/ze_doca-ma/aracati-ce,1,167,0.6%,7.26
https://viajeguanabara.com.br/onibus/fortaleza_(aeroporto)-ce/itapipoca-ce,1,164,0.61%,3.29
https://viajeguanabara.com.br/onibus/crato-ce/oros-ce,1,163,0.61%,6.18
https://viajeguanabara.com.br/onibus/jequie_(ponto_de_apoio)-ba/teofilo_otoni-mg,1,161,0.62%,10.8
https://viajeguanabara.com.br/onibus/paraipaba-setor_d2-ce,1,158,0.63%,9.5
https://viajeguanabara.com.br/onibus/feira_de_santana-ba/aracati-ce,1,157,0.64%,9.07
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg-todos/belo_horizonte-terminal_jk-mg,1,151,0.66%,17.19
https://viajeguanabara.com.br/onibus/tangara_da_serra-mt,1,150,0.67%,24.66
https://viajeguanabara.com.br/onibus/fortaleza_(ta_messejana)-ce/boqueirao_do_cesario-ce,1,149,0.67%,8.13
https://viajeguanabara.com.br/onibus/picos-pi/maceio-al?passengers=1:1,1,146,0.68%,5.28
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/rondonopolis-mt,1,146,0.68%,11.17
https://viajeguanabara.com.br/onibus/assu-rn/jijoca_de_jericoacoara-ce,1,145,0.69%,10.99
https://viajeguanabara.com.br/onibus/jeremoabo-ba/florianopolis-sc,1,145,0.69%,17.25
https://viajeguanabara.com.br/onibus/guarai-to/sao_jose_dos_pinhais-pr,1,143,0.7%,12.92
https://viajeguanabara.com.br/onibus/alvorada-to/cajazeiras-pb,1,141,0.71%,6.16
https://viajeguanabara.com.br/onibus/graal_tres_garcas-sp/porto_velho-ro,1,141,0.71%,12.3
https://viajeguanabara.com.br/onibus/maringa-pr/julio_borges-pi,1,140,0.71%,1.42
https://viajeguanabara.com.br/onibus/sousa-pb/sao_jose_de_piranhas-pb,1,140,0.71%,8.18
https://viajeguanabara.com.br/onibus/brasilia-df/,1,136,0.74%,4.16
https://viajeguanabara.com.br/onibus/nova_olinda_do_maranhao-ma/ponto_de_apoio_teresina-pi,1,134,0.75%,3.13
https://viajeguanabara.com.br/onibus/iguatu-ce/macaoca-ce,1,134,0.75%,6.54
https://viajeguanabara.com.br/onibus/florianopolis-sc/petrolina-pe,1,132,0.76%,6.29
https://viajeguanabara.com.br/onibus/fortaleza_(ta_antonio_bezerra)-ce/santana_do_acarau-ce,1,132,0.76%,6.49
https://viajeguanabara.com.br/onibus/cubatao-sp/santos_cruzeiro_navio-sp,1,130,0.77%,7.34
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/rio_verde-go,1,129,0.78%,10.65
https://viajeguanabara.com.br/onibus/teresina-pi-todos/sao_luis-ma?passengers=1:1&action=search&departure_date=2026-06-02,1,129,0.78%,12.67
https://viajeguanabara.com.br/onibus/pombal-pb/nova_olinda_do_maranhao-ma,1,128,0.78%,5.95
https://viajeguanabara.com.br/onibus/jacobina-ba/guarabira-pb,1,128,0.78%,6.84
https://viajeguanabara.com.br/onibus/rio-de-janeiro-rj/sao-lourenco-mg,1,127,0.79%,10.3
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/salgueiro-pe,1,126,0.79%,8.25
https://viajeguanabara.com.br/onibus/catalao-go/unai-mg,1,126,0.79%,9.07
https://viajeguanabara.com.br/onibus/dom_eliseu-pa/vitoria_da_conquista-ba?passengers=1:1,1,124,0.81%,10.37
https://viajeguanabara.com.br/onibus/ipu-ce/forquilha-ce,1,121,0.83%,7.35
https://viajeguanabara.com.br/onibus/triangulo_de_marco-ce/camocim-ce/,1,119,0.84%,1.24
https://viajeguanabara.com.br/onibus/marilia-sp/rio_de_janeiro-rj,1,119,0.84%,5.24
https://viajeguanabara.com.br/onibus/malta-pb/sao_jose_da_lagoa_tapada-pb,1,119,0.84%,7.71
https://viajeguanabara.com.br/onibus/belem-pa/santa_rita-ma,1,118,0.85%,5.67
https://viajeguanabara.com.br/onibus/mossoro-rn/rondonopolis-mt,1,117,0.85%,7.36
https://viajeguanabara.com.br/onibus/joao_pinheiro-mg/paracatu-restaurante_e_pousada-mg,1,115,0.87%,8.81
https://viajeguanabara.com.br/onibus/seabra-ba/osasco-sp?passengers=1:1,1,111,0.9%,3.62
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/uberaba-mg,1,109,0.92%,7.15
https://viajeguanabara.com.br/onibus/joao_pinheiro-mg/uberlandia-mg,1,109,0.92%,7.57
https://viajeguanabara.com.br/onibus/catuana-ce/massape-ce,1,108,0.93%,2.47
https://viajeguanabara.com.br/onibus/camocim-ce/tutoia-ma,1,108,0.93%,6.93
https://viajeguanabara.com.br/onibus/novo_alegre-to/betim-mg_(term_adicional_bh),1,108,0.93%,9.72
https://viajeguanabara.com.br/onibus/conselheiro-lafaiete-mg/graal-juiz-de-fora-mg,1,108,0.93%,43.69
https://viajeguanabara.com.br/onibus/itapipoca-ce/aracatiara-ce,1,106,0.94%,7.84
https://viajeguanabara.com.br/onibus/arari-ma/sao_luis-ma,1,105,0.95%,7.3
https://viajeguanabara.com.br/onibus/miranorte-to/belo_horizonte-mg,1,104,0.96%,3.29
https://viajeguanabara.com.br/onibus/canto_do_buriti-pi/teresina-pi-todos,1,103,0.97%,7.92
https://viajeguanabara.com.br/onibus/alto_paraiso_de_goias-go/taguatinga-df,1,102,0.98%,7.67
https://viajeguanabara.com.br/onibus/natal-rn/fortaleza_(ta_antonio_bezerra)-ce,1,102,0.98%,8.99
https://viajeguanabara.com.br/onibus/brasilia-df-todos/salvador-ba?passengers=1:1&action=search&departure_date=2026-06-27,1,101,0.99%,8.05
https://viajeguanabara.com.br/onibus/alvorada-to/maraba-pa,1,101,0.99%,9.36
https://viajeguanabara.com.br/onibus/colinas-ma/presidente_dutra-ma,1,100,1%,6.24
https://viajeguanabara.com.br/onibus/morros-ma/humberto_de_campos_(massalina)-ma,1,100,1%,7.92
https://viajeguanabara.com.br/onibus/belagua-ma/leite-ma_(itapecuru_mirim-ma),1,98,1.02%,6.68
https://viajeguanabara.com.br/onibus/capanema-pa/arcoverde-pe,1,98,1.02%,8.44
https://viajeguanabara.com.br/onibus/palmas-to/alianca_do_tocantins-to,1,96,1.04%,25.14
https://viajeguanabara.com.br/onibus/brasilia-df-todos/goiania-go-todos,1,93,1.08%,27.27
https://viajeguanabara.com.br/onibus/campinas-sp/santa_ines-ma,1,92,1.09%,4.41
https://viajeguanabara.com.br/onibus/sousa-pb/ponto_de_apoio_patos-pb,1,92,1.09%,7.72
https://viajeguanabara.com.br/onibus/lagoa_do_oscar-ba/recife-pe,1,91,1.1%,4.64
https://viajeguanabara.com.br/onibus/angra-dos-reis-rj,1,91,1.1%,50.6
https://viajeguanabara.com.br/onibus/estreito-ma/barreiras-ba,1,90,1.11%,6.42
https://viajeguanabara.com.br/onibus/iguatu-ce/campos_sales_(carmelopolis)-ce,1,90,1.11%,8.6
https://viajeguanabara.com.br/onibus/rio_de_janeiro-rj/vassouras-rj,1,90,1.11%,40.63
https://viajeguanabara.com.br/onibus/fortaleza_(ta_antonio_bezerra)-ce/vicosa_do_ceara-ce,1,89,1.12%,3.76
https://viajeguanabara.com.br/onibus/volta-redonda-rj,1,89,1.12%,51.44
https://viajeguanabara.com.br/onibus/para_de_minas-mg/caico-rn,1,88,1.14%,4.94
https://viajeguanabara.com.br/onibus/rio_de_janeiro-rj/salvador-ba,1,88,1.14%,11.78
https://viajeguanabara.com.br/onibus/buriti_dos_lopes-pi/parnaiba-pi,1,88,1.14%,56.76
https://viajeguanabara.com.br/onibus/paraiso_do_tocantins-to/buriticupu-ma,1,87,1.15%,6.72
https://viajeguanabara.com.br/onibus/morrinhos-ce/santana_do_acarau-ce,1,87,1.15%,7.01
https://viajeguanabara.com.br/onibus/camocim-ce/chaval-ce?passengers=1:1,1,86,1.16%,6.31
https://viajeguanabara.com.br/onibus/gurupi-to/ananindeua-pa,1,86,1.16%,6.43
https://viajeguanabara.com.br/onibus/paracatu-restaurante_e_pousada-mg/caldas_novas-go,1,86,1.16%,9.15
https://viajeguanabara.com.br/onibus/uruoca-ce/martinopole-ce,1,85,1.18%,3.53
https://viajeguanabara.com.br/onibus/parnaiba-pi/tutoia-ma,1,85,1.18%,14.07
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/brasilia-df-todos,1,84,1.19%,7.3
https://viajeguanabara.com.br/onibus/regeneracao-pi,1,84,1.19%,20.55
https://viajeguanabara.com.br/onibus/brasilia-df/colider-mt,1,83,1.2%,7.87
https://viajeguanabara.com.br/onibus/ico-ce/jardim-ce,1,83,1.2%,12.22
https://viajeguanabara.com.br/onibus/sertania-cruz._do_nordeste-pe/teixeira-pb,1,83,1.2%,14.53
https://viajeguanabara.com.br/onibus/brejo-ma/santa_quiteria_do_maranhao-ma,1,80,1.25%,6.38
https://viajeguanabara.com.br/onibus/vitoria_de_santo_antao-pe/capanema-pa,1,80,1.25%,6.59
https://viajeguanabara.com.br/onibus/para_de_minas-mg/russas-ce,1,80,1.25%,7.26
https://viajeguanabara.com.br/onibus/cachoeira_paulista-sp,1,79,1.27%,8.18
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/miguel_pereira-rj_(_terra_dos_dinos_),1,79,1.27%,10.28
https://viajeguanabara.com.br/onibus/graca-ce/sobral_(patos)-ce,1,79,1.27%,27.16
https://viajeguanabara.com.br/onibus/irece-ba/fortaleza-ce,1,78,1.28%,6.37
https://viajeguanabara.com.br/onibus/tiangua-ce/fortaleza_(ta_antonio_bezerra)-ce/,1,76,1.32%,7.82
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/lambari-mg,1,76,1.32%,11.09
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/pindamonhangaba-sp,1,75,1.33%,11.81
https://viajeguanabara.com.br/onibus/oliveira_de_fatima-to/caldas_novas-go,1,74,1.35%,6.81
https://viajeguanabara.com.br/onibus/anapolis-go/maraba-pa-todos,1,74,1.35%,6.85
https://viajeguanabara.com.br/onibus/terezopolis_de_goias-go/barbalha-ce,1,74,1.35%,10.84
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/sao_lourenco-mg,1,73,1.37%,6.63
https://viajeguanabara.com.br/onibus/paracatu-restaurante_e_pousada-mg/catalao-go,1,73,1.37%,9.25
https://viajeguanabara.com.br/onibus/belo-horizonte-mg/angra-dos-reis-rj,1,72,1.39%,9.42
https://viajeguanabara.com.br/onibus/ibotirama-ba/senhor_do_bonfim-ba,1,71,1.41%,7.25
https://viajeguanabara.com.br/onibus/barbacena-mg/juiz_de_fora-mg-todos,1,71,1.41%,11.07
https://viajeguanabara.com.br/onibus/sao_luis-ma/barreiras-ba,1,71,1.41%,11.45
https://viajeguanabara.com.br/onibus/umirim-ce/fortaleza_(ta_antonio_bezerra)-ce,1,71,1.41%,13.04
https://viajeguanabara.com.br/onibus/javi-ba/jaguaribe-ce,1,70,1.43%,4.73
https://viajeguanabara.com.br/onibus/oliveira_de_fatima-to/caxias-ma,1,70,1.43%,6.43
https://viajeguanabara.com.br/onibus/itapipoca-ce/croata-ce,1,70,1.43%,9.36
https://viajeguanabara.com.br/onibus/assu-rn/itapaje-ce,1,70,1.43%,10.69
https://viajeguanabara.com.br/onibus/valenca-rj/barra-mansa-rj,1,70,1.43%,13.97
https://viajeguanabara.com.br/onibus/cruzeiro-sp/alfenas-mg,1,70,1.43%,62.5
https://viajeguanabara.com.br/onibus/para_de_minas-mg/currais_novos-rn,1,69,1.45%,4.96
https://viajeguanabara.com.br/onibus/pombal-pb/brejo_do_cruz-pb?passengers=1:1,1,69,1.45%,9.13
https://viajeguanabara.com.br/onibus/sinop-mt/brasilia_(ta_taguatinga)-df,1,69,1.45%,10.26
https://viajeguanabara.com.br/onibus/ico-ce/jequie_(ponto_de_apoio)-ba,1,69,1.45%,18.67
https://viajeguanabara.com.br/onibus/posse-go/formosa_(pa._bezerra)-go,1,68,1.47%,8.54
https://viajeguanabara.com.br/onibus/santa_maria_(flores_de_goias)-go/jk_(formosa)-go,1,67,1.49%,6.28
https://viajeguanabara.com.br/onibus/curitiba-pr/caruaru-pe?passengers=1:1,1,67,1.49%,9.1
https://viajeguanabara.com.br/onibus/maceio-al/fortaleza-ce?passengers=1:1,1,67,1.49%,9.78
https://viajeguanabara.com.br/onibus/brasilia-df/recife-pe-todos,1,67,1.49%,23.18
https://viajeguanabara.com.br/onibus/sobral-ce/cajazeiras-pb,1,66,1.52%,8.12
https://viajeguanabara.com.br/onibus/umirim-ce/morrinhos-ce,1,65,1.54%,4.88
https://viajeguanabara.com.br/onibus/oliveira_de_fatima-to/araripe-ce,1,64,1.56%,5.25
https://viajeguanabara.com.br/onibus/niteroi-rj/shopping_independencia-mg_(term_adicional_de_juiz_de_fora),1,64,1.56%,5.75
https://viajeguanabara.com.br/onibus/anapolis-go/araguari-mg,1,64,1.56%,8.38
https://viajeguanabara.com.br/onibus/triangulo_de_marco-ce/cruz-ce,1,64,1.56%,11.44
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/ibotirama-ba,1,63,1.59%,6.24
https://viajeguanabara.com.br/onibus/ponto_de_apoio_patos-pb/coremas-pb,1,63,1.59%,8.05
https://viajeguanabara.com.br/onibus/para_de_minas-mg/novo_oriente-ce,1,63,1.59%,25.46
https://viajeguanabara.com.br/onibus/altos-pi/itapipoca-ce,1,62,1.61%,4.27
https://viajeguanabara.com.br/onibus/fortaleza_(ta_antonio_bezerra)-ce/mucambo-ce,1,62,1.61%,6.13
https://viajeguanabara.com.br/onibus/barao_de_grajau-ma/peritoro-ma,1,62,1.61%,6.39
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg-todos/rio_de_janeiro_(largo_do_machado)-rj,1,62,1.61%,6.95
https://viajeguanabara.com.br/onibus/campina_grande-pb/fortaleza-ce-todos,1,62,1.61%,7.02
https://viajeguanabara.com.br/onibus/sao_paulo-sp-todos/goiania-go,1,61,1.64%,18.72
https://viajeguanabara.com.br/onibus/bela_vista_de_goias-go/caldas_novas-go,1,59,1.69%,4.41
https://viajeguanabara.com.br/onibus/fortaleza_(ta_antonio_bezerra)-ce/varjota-ce,1,59,1.69%,6.12
https://viajeguanabara.com.br/onibus/sao_benedito-ce/sobradinho-df,1,59,1.69%,6.46
https://viajeguanabara.com.br/onibus/feira_de_santana-ba/recife-pe,1,59,1.69%,8.61
https://viajeguanabara.com.br/onibus/sao_jose_do_rio_preto-sp,1,59,1.69%,9.27
https://viajeguanabara.com.br/onibus/teresina-pi/barreiras-ba,1,59,1.69%,9.56
https://viajeguanabara.com.br/onibus/sao_paulo-sp/fortaleza_(ta_antonio_bezerra)-ce,1,59,1.69%,19.39
https://viajeguanabara.com.br/onibus/fortaleza-ce/campos_sales_(carmelopolis)-ce,1,58,1.72%,5.16
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/santos-sp,1,58,1.72%,8.09
https://viajeguanabara.com.br/onibus/lins-sp/salvador-ba?passengers=1:1,1,57,1.75%,3.7
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/niteroi-rj?passengers=1:1,1,56,1.79%,3.23
https://viajeguanabara.com.br/onibus/jaguaribe-ce/triangulo-ce?passengers=1:1,1,55,1.82%,1.85
https://viajeguanabara.com.br/onibus/capitao_de_campos-pi/belo_horizonte-mg-todos,1,55,1.82%,7.13
https://viajeguanabara.com.br/onibus/itapecuru_mirim-entroncamento-ma/,1,54,1.85%,9.74
https://viajeguanabara.com.br/onibus/bacabal-ma/teresina-pi-todos?passengers=1:1,1,53,1.89%,2.02
https://viajeguanabara.com.br/onibus/posse-go/goias-go,1,53,1.89%,5.98
https://viajeguanabara.com.br/onibus/caldas_novas-go/umarizal-rn,1,53,1.89%,6.75
https://viajeguanabara.com.br/onibus/para_de_minas-mg/luz-posto_excalibur-mg,1,53,1.89%,8.32
https://viajeguanabara.com.br/onibus/sobral-ce/fortaleza-ce-todos?passengers=1:1&action=search&departure_date=2026-07-02,1,53,1.89%,11.23
https://viajeguanabara.com.br/onibus/unai-mg/nepomuceno-mg,1,52,1.92%,5.62
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/pombal-pb?passengers=1:1,1,52,1.92%,6.17
https://viajeguanabara.com.br/onibus/santa_ines-ma/alvorada_do_norte-go,1,52,1.92%,7.04
https://viajeguanabara.com.br/onibus/seabra-ba/garagem_seabra-ba,1,52,1.92%,9.5
https://viajeguanabara.com.br/onibus/joao_pinheiro-mg/paracatu-mg,1,52,1.92%,9.92
https://viajeguanabara.com.br/onibus/rondonopolis-mt/santa_luzia-pb,1,52,1.92%,9.96
https://viajeguanabara.com.br/onibus/sobral-ce/pacuja-ce,1,52,1.92%,13.5
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/jequie-ba,1,52,1.92%,23.98
https://viajeguanabara.com.br/onibus/altos-pi/brasilia-df,1,52,1.92%,42.58
https://viajeguanabara.com.br/onibus/para_de_minas-mg/tiangua-ce?passengers=1:1,1,51,1.96%,1.49
https://viajeguanabara.com.br/onibus/barao_de_grajau-ma/sao_joao_dos_patos-ma,1,51,1.96%,6.02
https://viajeguanabara.com.br/onibus/fortaleza-ce-todos/caruaru-pe,1,51,1.96%,6.94
https://viajeguanabara.com.br/onibus/fortaleza_(ta_antonio_bezerra)-ce/forquilha-ce,1,51,1.96%,9.2
https://viajeguanabara.com.br/onibus/milha-ce/horizonte-ce,1,50,2%,4.94
https://viajeguanabara.com.br/onibus/rio_de_janeiro-rj/sao_paulo-sp-todos,1,50,2%,5.14
https://viajeguanabara.com.br/onibus/quixelo-ce/iguatu-ce,1,50,2%,5.92
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/niteroi-rj,1,50,2%,7
https://viajeguanabara.com.br/onibus/joao_pinheiro-mg/uberaba-mg-todos,1,50,2%,7.66
https://viajeguanabara.com.br/onibus/ico-ce/santana_do_cariri-ce,1,50,2%,11.4
https://viajeguanabara.com.br/onibus/vila_de_jericoacoara-ce/churrascaria_dois_irmaos_trairi-ce,1,49,2.04%,7.41
https://viajeguanabara.com.br/onibus/cuiaba_(ta_coxipo)-mt/luis_eduardo_magalhaes-ba,1,49,2.04%,8.45
https://viajeguanabara.com.br/onibus/resende-rj,1,49,2.04%,22.45
https://viajeguanabara.com.br/onibus/porangatu-go/teresina-pi-todos?passengers=1:1,1,48,2.08%,3.12
https://viajeguanabara.com.br/onibus/para_de_minas-mg/nova_russas-ce,1,48,2.08%,5.77
https://viajeguanabara.com.br/onibus/para_de_minas-mg/ze_doca-ma,1,48,2.08%,5.88
https://viajeguanabara.com.br/onibus/santa_gertrudes-pb/patos-pb?passengers=1:1,1,46,2.17%,2
https://viajeguanabara.com.br/onibus/peritoro-ma/ponto_de_apoio_lajes-rn,1,46,2.17%,6.57
https://viajeguanabara.com.br/onibus/posse-go/iaciara-go,1,46,2.17%,7.43
https://viajeguanabara.com.br/onibus/icarai_de_amontada-ce/fortaleza-ce-todos/,1,46,2.17%,8.39
https://viajeguanabara.com.br/onibus/pianco-pb/sao_jose_de_piranhas-pb,1,45,2.22%,6.04
https://viajeguanabara.com.br/onibus/imperatriz-ma/recife-pe-todos,1,45,2.22%,8.67
https://viajeguanabara.com.br/onibus/varzea_nova-ba/santa_luzia-pb,1,45,2.22%,10.11
https://viajeguanabara.com.br/onibus/goiania-go/brasilia-df,1,44,2.27%,4.27
https://viajeguanabara.com.br/onibus/para_de_minas-mg/castanhal-pa,1,44,2.27%,5.39
https://viajeguanabara.com.br/onibus/paty_do_alferes-rj/miguel_pereira-rj_(_terra_dos_dinos_),1,44,2.27%,6
https://viajeguanabara.com.br/onibus/estancia-se/cabo_de_santo_agostinho-pe,1,44,2.27%,6.02
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/miguel_pereira-rj,1,44,2.27%,10.11
https://viajeguanabara.com.br/onibus/posto_jao_frutal-mg/picos-pi,1,44,2.27%,18.77
https://viajeguanabara.com.br/onibus/campinas-sp/quixeramobim-ce,1,43,2.33%,1
https://viajeguanabara.com.br/onibus/ico-ce/churrascaria_dois_irmaos_tabuleiro_do_norte-ce,1,43,2.33%,6.21
https://viajeguanabara.com.br/onibus/paulo_afonso-ba/belo_horizonte-mg,1,43,2.33%,8.21
https://viajeguanabara.com.br/onibus/ubajara-ce/carnaubal-ce,1,42,2.38%,4.07
https://viajeguanabara.com.br/onibus/feira_de_santana-ba/bacabal-ma,1,42,2.38%,6.17
https://viajeguanabara.com.br/onibus/salvador-ba/queimada_nova-ba,1,42,2.38%,7.93
https://viajeguanabara.com.br/onibus/gurupi-to/ibotirama-ba,1,42,2.38%,8.07
https://viajeguanabara.com.br/onibus/fortaleza-ce/horizonte-ce?passengers=1:1,1,41,2.44%,4.27
https://viajeguanabara.com.br/onibus/correntina-ba/posto_beira_rio-ba,1,41,2.44%,4.41
https://viajeguanabara.com.br/onibus/para_de_minas-mg/caraubas-rn,1,41,2.44%,5.93
https://viajeguanabara.com.br/onibus/gurupi-to/uberlandia-mg,1,41,2.44%,6.56
https://viajeguanabara.com.br/onibus/fortaleza-ce-todos/campina_grande-pb?passengers=1:1&action=search&departure_date=2026-06-06,1,41,2.44%,7.22
https://viajeguanabara.com.br/onibus/rio_de_janeiro-rj/conselheiro_lafaiete-mg,1,41,2.44%,7.49
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/sao_jose_dos_campos-sp,1,41,2.44%,7.9
https://viajeguanabara.com.br/onibus/barao_de_grajau-ma/paraibano-ma,1,41,2.44%,9.24
https://viajeguanabara.com.br/onibus/lins-sp/taua-ce,1,41,2.44%,27.54
https://viajeguanabara.com.br/onibus/prata-mg/parauapebas-pa,1,40,2.5%,4.9
https://viajeguanabara.com.br/onibus/sao_jose_do_rio_preto-sp/castanhal-pa,1,40,2.5%,6.22
https://viajeguanabara.com.br/onibus/anapolis-go/limeira-sp,1,40,2.5%,10.5
https://viajeguanabara.com.br/onibus/pombal-pb/goiania-go-todos?idPassengerType=1&seats=1&passengers=1:1,1,40,2.5%,11.93
https://viajeguanabara.com.br/onibus/camocim-ce/itarema-ce,1,39,2.56%,7.23
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg-todos/sao_lourenco-mg/?passengers=1:1,1,39,2.56%,8.85
https://viajeguanabara.com.br/onibus/belo-horizonte-mg/barbacena-mg,1,39,2.56%,28.13
https://viajeguanabara.com.br/onibus/ipu-ce/pires_ferreira-ce,1,38,2.63%,7.32
https://viajeguanabara.com.br/onibus/joao_pinheiro-mg/brasilia_(ta_planaltina)-df,1,38,2.63%,8.5
https://viajeguanabara.com.br/onibus/natal-rn/paulo_afonso_(tancredo_neves_iii)-ba,1,38,2.63%,10.03
https://viajeguanabara.com.br/onibus/atibaia-sp/sao_joao_del_rei-mg,1,38,2.63%,13.29
https://viajeguanabara.com.br/onibus/patos-pb/bonito_de_santa_fe-pb,1,38,2.63%,18.84
https://viajeguanabara.com.br/onibus/teresina_(lad._do_uruguai)-pi/batalha-pi?passengers=1:1,1,37,2.7%,4.78
https://viajeguanabara.com.br/onibus/monte_alegre_de_goias-go/cavalcante-go,1,37,2.7%,6.32
https://viajeguanabara.com.br/onibus/campina_grande-pb/jaguaribe-ce,1,37,2.7%,6.65
https://viajeguanabara.com.br/onibus/fortaleza-ce/piripiri-pi,1,37,2.7%,7.49
https://viajeguanabara.com.br/onibus/palmas-to/joao_pinheiro-mg,1,37,2.7%,8.14
https://viajeguanabara.com.br/onibus/oliveira_de_fatima-to/maraba_(km_06)-pa,1,37,2.7%,9.05
https://viajeguanabara.com.br/onibus/feira_de_santana-ba/manhuacu_(realeza)-mg,1,37,2.7%,11.08
https://viajeguanabara.com.br/onibus/catuana-ce/fortaleza-ce-todos,1,37,2.7%,13.81
https://viajeguanabara.com.br/onibus/ponto_de_apoio_patos-pb/paulista-pb,1,37,2.7%,15.62
https://viajeguanabara.com.br/onibus/cuiaba-mt/quatro_barras-pr,1,36,2.78%,5.5
https://viajeguanabara.com.br/onibus/mombaca-ce/macaoca-ce,1,36,2.78%,5.83
https://viajeguanabara.com.br/onibus/juiz_de_fora-mg/missao_velha-ce,1,36,2.78%,8.75
https://viajeguanabara.com.br/onibus/altos-pi/parnaiba-pi,1,36,2.78%,9.03
https://viajeguanabara.com.br/onibus/recife-pe/joao_pessoa-pb/,1,36,2.78%,15.89
https://viajeguanabara.com.br/onibus/posto_jk_catalao-go/iguatu-ce?passengers=1:1,1,35,2.86%,2.69
https://viajeguanabara.com.br/onibus/arari-ma/carutapera-ma,1,35,2.86%,3.51
https://viajeguanabara.com.br/onibus/feira_de_santana-ba/osasco-sp,1,35,2.86%,5.17
https://viajeguanabara.com.br/onibus/ico-ce/caratinga-mg,1,35,2.86%,8.17
https://viajeguanabara.com.br/onibus/feira_de_santana-ba/petropolis-rj,1,35,2.86%,10.11
